,title,artist,rank,date,weeks
13917,I Still Can't Get Over Loving You,Ray Parker Jr.,81,1983-11-07,1
13918,Magnetic,"Earth, Wind & Fire",85,1983-11-07,1
13919,Lick It Up,KISS,87,1983-11-07,1
13920,Blue World,The Moody Blues,88,1983-11-07,1
13921,Let The Music Play,Shannon,91,1983-11-07,1
13922,I Like,Men Without Hats,93,1983-11-07,1
13923,All The Right Moves,Jennifer Warnes/Chris Thompson,94,1983-11-07,1
13924,Send Me An Angel,Real Life,95,1983-11-07,1
13925,Read 'Em And Weep,Barry Manilow,53,1983-11-14,1
13926,Gold,Spandau Ballet,68,1983-11-14,1
13927,You Don't Believe,The Alan Parsons Project,77,1983-11-14,1
13928,In The Mood,Robert Plant,88,1983-11-14,1
13929,State Of The Union,Industry,92,1983-11-14,1
13930,Tell Me If You Still Care,The S.O.S. Band,94,1983-11-14,1
13931,Big Crash,Eddie Money,96,1983-11-14,1
13932,Running With The Night,Lionel Richie,57,1983-11-21,1
13933,That's All,Genesis,63,1983-11-21,1
13934,The Sign Of Fire,The Fixx,75,1983-11-21,1
13935,The Flyer,Saga,82,1983-11-21,1
13936,This Must Be The Place (Naive Melody),Talking Heads,85,1983-11-21,1
13937,The Politics Of Dancing,Re-flex,89,1983-11-21,1
13938,Wet My Whistle,Midnight Star,90,1983-11-21,1
13939,Memphis,Joe Jackson,94,1983-11-21,1
13940,Karma Chameleon,Culture Club,52,1983-11-28,1
13941,Remember The Night,The Motels,67,1983-11-28,1
13942,Take Me Back,Bonnie Tyler,75,1983-11-28,1
13943,(You Can Still) Rock In America,Night Ranger,83,1983-11-28,1
13944,The Curly Shuffle,Jump 'n The Saddle,84,1983-11-28,1
13945,Gloria,The Doors,86,1983-11-28,1
13946,If Love Should Go,Streets,90,1983-11-28,1
13947,Rappin' Rodney,Rodney Dangerfield,96,1983-11-28,1
13948,Pink Houses,John Mellencamp,45,1983-12-05,1
13949,Think Of Laura,Christopher Cross,67,1983-12-05,1
13950,99 Luftballons,Nena,74,1983-12-05,1
13951,Ebony Eyes,Rick James And Smokey Robinson,76,1983-12-05,1
13952,Save The Last Dance For Me,Dolly Parton,78,1983-12-05,1
13953,The Dream,Irene Cara,79,1983-12-05,1
13954,Red Hot,Herb Alpert,83,1983-12-05,1
13955,Almost Over You,Sheena Easton,84,1983-12-05,1
13956,Yah Mo B There,James Ingram With Michael McDonald,86,1983-12-05,1
13957,The Sound Of Goodbye,Crystal Gayle,90,1983-12-05,1
13958,Touch A Four Leaf Clover,Atlantic Starr,93,1983-12-05,1
13959,Middle Of The Road,Pretenders,50,1983-12-12,1
13960,An Innocent Man,Billy Joel,51,1983-12-12,1
13961,Nightbird,Stevie Nicks,63,1983-12-12,1
13962,Girls Just Want To Have Fun,Cyndi Lauper,80,1983-12-12,1
13963,Let's Go Up,Diana Ross,85,1983-12-12,1
13964,Sweetheart Like You,Bob Dylan,90,1983-12-12,1
13965,LET's PRETEND WE'rE MARRIED,Prince,91,1983-12-12,1
13966,Electric Kingdom,Twilight 22,95,1983-12-12,1
13967,So Bad,Paul McCartney,49,1983-12-19,1
13968,Give It Up,KC,67,1983-12-19,1
13969,You're Looking Like Love To Me,Peabo Bryson & Roberta Flack,74,1983-12-19,1
13970,Someone Like You,Michael Stanley Band,81,1983-12-19,1
13971,Just One More Time,The Headpins,89,1983-12-19,1
13972,Wrapped Around Your Finger,The Police,61,1984-01-02,1
13973,Bang Your Head (Metal Health),Quiet Riot,72,1984-01-02,1
13974,Baby I'm Hooked,ConFunkShun,83,1984-01-02,1
13975,Something's On Your Mind,D Train,88,1984-01-02,1
13976,If Only You Knew,Patti LaBelle,90,1984-01-02,1
13977,Action,"Evelyn ""Champagne"" King",93,1984-01-02,1
13978,Jump,Van Halen,47,1984-01-09,1
13979,New Moon On Monday,Duran Duran,58,1984-01-09,1
13980,This Woman,Kenny Rogers,64,1984-01-09,1
13981,I Want A New Drug,Huey Lewis & The News,68,1984-01-09,1
13982,She's Trouble,Musical Youth,84,1984-01-09,1
13983,Love Has A Mind Of Its Own,Donna Summer,86,1984-01-09,1
13984,For A Rocker,Jackson Browne,89,1984-01-09,1
13985,I Will Follow,U2,90,1984-01-09,1
13986,Nobody Told Me,John Lennon,36,1984-01-16,1
13987,Let's Stay Together,Tina Turner,72,1984-01-16,1
13988,New Song,Howard Jones,73,1984-01-16,1
13989,You Make My Heart Beat Faster,Kim Carnes,84,1984-01-16,1
13990,Runner,Manfred Mann's Earth Band,86,1984-01-16,1
13991,Body Talk,The Deele,88,1984-01-16,1
13992,Over My Head,Toni Basil,90,1984-01-16,1
13993,Got A Hold On Me,Christine McVie,44,1984-01-23,1
13994,Here Comes The Rain Again,Eurythmics,53,1984-01-23,1
13995,Footloose,Kenny Loggins,56,1984-01-23,1
13996,Somebody's Watching Me,Rockwell,73,1984-01-23,1
13997,Automatic,The Pointer Sisters,82,1984-01-23,1
13998,Red Red Wine,UB40,83,1984-01-23,1
13999,Rebel Yell,Billy Idol,87,1984-01-23,1
14000,Look At That Cadillac,Stray Cats,88,1984-01-23,1
14001,Vitamin L,B.E. Taylor Group,89,1984-01-23,1
14002,Remember What You Like,Jenny Burton,93,1984-01-23,1
14003,Tender Years,John Cafferty & The Beaver Brown Band,94,1984-01-23,1
14004,The Language Of Love,Dan Fogelberg,59,1984-01-30,1
14005,Back Where You Belong,Thirty Eight Special,66,1984-01-30,1
14006,Come Back And Stay,Paul Young,74,1984-01-30,1
14007,Fields Of Fire,Big Country,78,1984-01-30,1
14008,She Was Hot,The Rolling Stones,83,1984-01-30,1
14009,Don't Let Go,Wang Chung,89,1984-01-30,1
14010,Looks That Kill,Motley Crue,90,1984-01-30,1
14011,Strip,Adam Ant,92,1984-01-30,1
14012,Breaking Up Is Hard On You,The American Comedy Network,93,1984-01-30,1
14013,That Was Then But This Is Now,ABC,95,1984-01-30,1
14014,Thriller,Michael Jackson,20,1984-02-06,1
14015,Livin' In Desperate Times,Olivia Newton-John,64,1984-02-06,1
14016,Hold Me Now,Thompson Twins,73,1984-02-06,1
14017,This Could Be The Right One,April Wine,81,1984-02-06,1
14018,Encore,Cheryl Lynn,87,1984-02-06,1
14019,It's Gonna Be Special,Patti Austin,89,1984-02-06,1
14020,Beast Of Burden,Bette Midler,90,1984-02-06,1
14021,Shooting Shark,Blue Oyster Cult,94,1984-02-06,1
14022,Each Word's A Beat Of My Heart,Mink De Ville,95,1984-02-06,1
14023,Joystick,Dazz Band,96,1984-02-06,1
14024,Adult Education,Daryl Hall John Oates,43,1984-02-13,1
14025,Girls,Dwight Twilley,61,1984-02-13,1
14026,Radio Ga Ga,Queen,65,1984-02-13,1
14027,Remember The Nights,The Motels,67,1984-02-13,1
14028,The Kid's American,Matthew Wilder,79,1984-02-13,1
14029,Make My Day,T.G. Sheppard With Clint Eastwood,88,1984-02-13,1
14030,Walking In My Sleep,Roger Daltrey,90,1984-02-13,1
14031,They Don't Know,Tracey Ullman,63,1984-02-20,1
14032,Against All Odds (Take A Look At Me Now),Phil Collins,67,1984-02-20,1
14033,Tonight,Kool & The Gang,68,1984-02-20,1
14034,Hello,Lionel Richie,75,1984-02-20,1
14035,Holding Out For A Hero,Bonnie Tyler,84,1984-02-20,1
14036,White Horse,Laid Back,85,1984-02-20,1
14037,One In A Million,The Romantics,86,1984-02-20,1
14038,We're Going All The Way,Jeffrey Osborne,87,1984-02-20,1
14039,Hyperactive,Thomas Dolby,88,1984-02-20,1
14040,Flashes,Tiggi Clay,90,1984-02-20,1
14041,Runaway,Bon Jovi,92,1984-02-20,1
14042,Club Michelle,Eddie Money,93,1984-02-20,1
14043,Miss Me Blind,Culture Club,40,1984-02-27,1
14044,Leave It,Yes,60,1984-02-27,1
14045,Don't Answer Me,The Alan Parsons Project,70,1984-02-27,1
14046,A Fine Fine Day,Tony Carey,77,1984-02-27,1
14047,To All The Girls I've Loved Before,Julio Iglesias And Willie Nelson,79,1984-02-27,1
14048,Do You Love Me,Andy Fraser,89,1984-02-27,1
14049,The Sun And The Rain,Madness,90,1984-02-27,1
14050,No Parking (On The Dance Floor),Midnight Star,93,1984-02-27,1
14051,Taxi,J. Blackfoot,95,1984-02-27,1
14052,Love Somebody,Rick Springfield,49,1984-03-05,1
14053,You Might Think,The Cars,57,1984-03-05,1
14054,Eat It,"""Weird Al"" Yankovic",59,1984-03-05,1
14055,Borderline,Madonna,76,1984-03-05,1
14056,Without You,David Bowie,80,1984-03-05,1
14057,No More Words,Berlin,86,1984-03-05,1
14058,Illegal Alien,Genesis,88,1984-03-05,1
14059,Baby Come Back,Billy Rankin,89,1984-03-05,1
14060,Sister Christian,Night Ranger,90,1984-03-05,1
14061,Perfect Combination,Stacy Lattisaw & Johnny Gill,95,1984-03-05,1
14062,Head Over Heels,Go-Go's,58,1984-03-12,1
14063,The Authority Song,John Cougar Mellencamp,69,1984-03-12,1
14064,Show Me,Pretenders,74,1984-03-12,1
14065,Dancing In The Sheets,Shalamar,81,1984-03-12,1
14066,Hunters Of The Night,Mr. Mister,85,1984-03-12,1
14067,Give,Misiing Persons,87,1984-03-12,1
14068,Love Me In A Special Way,Debarge,89,1984-03-12,1
14069,The Longest Time,Billy Joel,59,1984-03-19,1
14070,Breakdance,Irene Cara,71,1984-03-19,1
14071,Catch Me I'm Falling,Real Life,75,1984-03-19,1
14072,It's My Life,Talk Talk,79,1984-03-19,1
14073,Rock You Like A Hurricane,Scorpions,83,1984-03-19,1
14074,When The Lady Smiles,Golden Earring,84,1984-03-19,1
14075,Love Has Finally Come At Last,Bobby Womack & Patti LaBelle,95,1984-03-19,1
14076,Give Me Tonight,Shannon,71,1984-03-26,1
14077,I'm Steppin' Out,John Lennon,82,1984-03-26,1
14078,Communication,Spandau Ballet,85,1984-03-26,1
14079,Unfaithfully Yours (Our Love),Stephen Bishop,89,1984-03-26,1
14080,Wouldn't It Be Good,Nik Kershaw,93,1984-03-26,1
14081,"Oh, Sherrie",Steve Perry,47,1984-04-02,1
14082,Let's Hear It For The Boy,Deniece Williams,56,1984-04-02,1
14083,"Run, Runaway",Slade,67,1984-04-02,1
14084,Olympia,Sergio Mendes,77,1984-04-02,1
14085,She's Strange,Cameo,80,1984-04-02,1
14086,Relax,Frankie Goes To Hollywood,84,1984-04-02,1
14087,Sail Away,The Temptations,85,1984-04-02,1
14088,There's No Easy Way,James Ingram,89,1984-04-02,1
14089,Blue Light,David Gilmour,90,1984-04-02,1
14090,My Ever Changing Moods,The Style Council,92,1984-04-02,1
14091,Hands Across The Sea,Modern English,93,1984-04-02,1
14092,Jimmy Loves Maryann,Josie Cotton,95,1984-04-02,1
14093,I'll Wait,Van Halen,44,1984-04-09,1
14094,Time After Time,Cyndi Lauper,53,1984-04-09,1
14095,Self Control,Laura Branigan,63,1984-04-09,1
14096,Devil In A Fast Car,Sheena Easton,83,1984-04-09,1
14097,Downtown,Dolly Parton,89,1984-04-09,1
14098,Terms Of Endearment,Michael Gore,90,1984-04-09,1
14099,Don't Waste Your Time,Yarbrough & Peoples,92,1984-04-09,1
14100,The Reflex,Duran Duran,46,1984-04-16,1
14101,The Heart Of Rock & Roll,Huey Lewis & The News,51,1984-04-16,1
14102,You Can't Get What You Want,Joe Jackson,60,1984-04-16,1
14103,Modern Day Delilah,Van Stephenson,71,1984-04-16,1
14104,I Cry Just A Little Bit,Shakin' Stevens,83,1984-04-16,1
14105,What Is Love,Howard Jones,84,1984-04-16,1
14106,Whisper To A Scream (Birds Fly),Icicle Works,85,1984-04-16,1
14107,Dance Hall Days,Wang Chung,88,1984-04-16,1
14108,Love Will Show Us How,Christine McVie,54,1984-04-23,1
14109,Jump (for My Love),The Pointer Sisters,62,1984-04-23,1
14110,Believe In Me,Dan Fogelberg,70,1984-04-23,1
14111,I Want To Break Free,Queen,73,1984-04-23,1
14112,Don't Look Any Further,Dennis Edwards,81,1984-04-23,1
14113,Eyes That See In The Dark,Kenny Rogers,86,1984-04-23,1
14114,Original Sin,INXS,87,1984-04-23,1
14115,Days Gone By,Poco,90,1984-04-23,1
14116,Superstar/Until You Come Back To Me,Luther Vandross,95,1984-04-23,1
14117,Stay The Night,Chicago,49,1984-04-30,1
14118,Who's That Girl,Eurythmics,61,1984-04-30,1
14119,Eyes Without A Face,Billy Idol,63,1984-04-30,1
14120,Music Time,Styx,68,1984-04-30,1
14121,King Of Suede,"""Weird Al"" Yankovic",77,1984-04-30,1
14122,Obscene Phone Caller,Rockwell,79,1984-04-30,1
14123,Heart Don't Lie,LaToya Jackson,80,1984-04-30,1
14124,I Can Dream About You,Dan Hartman,84,1984-04-30,1
14125,Hurt,Re-flex,88,1984-04-30,1
14126,Darlin',Frank Stallone,89,1984-04-30,1
14127,It's A Miracle,Culture Club,42,1984-05-07,1
14128,Almost Paradise...Love Theme From Footloose,Mike Reno And Ann Wilson,65,1984-05-07,1
14129,No Way Out,Jefferson Starship,72,1984-05-07,1
14130,The Ghost In You,Psychedelic Furs,85,1984-05-07,1
14131,Little Lady,Duke Jupiter,89,1984-05-07,1
14132,If Ever You're In My Arms Again,Peabo Bryson,90,1984-05-07,1
14133,Magic,The Cars,59,1984-05-14,1
14134,Legs,ZZ Top,64,1984-05-14,1
14135,Prime Time,The Alan Parsons Project,83,1984-05-14,1
14136,Little Bit Of Love,Dwight Twilley,84,1984-05-14,1
14137,I Pretend,Kim Carnes,85,1984-05-14,1
14138,Love Of The Common People,Paul Young,87,1984-05-14,1
14139,When We Make Love,Alabama,90,1984-05-14,1
14140,What's Love Got To Do With It,Tina Turner,92,1984-05-14,1
14141,Romancing The Stone,Eddy Grant,93,1984-05-14,1
14142,Whiter Shade Of Pale,"Hagar, Schon, Aaronson, Shrieve",95,1984-05-14,1
14143,Robert de Niro's Waiting,Bananarama,96,1984-05-14,1
14144,Dancing In The Dark,Bruce Springsteen,36,1984-05-21,1
14145,Infatuation,Rod Stewart,47,1984-05-21,1
14146,Doctor! Doctor!,Thompson Twins,60,1984-05-21,1
14147,Don't Walk Away,Rick Springfield,68,1984-05-21,1
14148,Sunglasses At Night,Corey Hart,75,1984-05-21,1
14149,Farewell My Summer Love,Michael Jackson,81,1984-05-21,1
14150,Alibis,Sergio Mendes,83,1984-05-21,1
14151,Freakshow On The Dance Floor,Bar-Kays,88,1984-05-21,1
14152,She Don't Know Me,Bon Jovi,90,1984-05-21,1
14153,When Doves Cry,Prince,57,1984-05-28,1
14154,Breakin'...there's No Stopping Us,Ollie And Jerry,62,1984-05-28,1
14155,Boys Do Fall In Love,Robin Gibb,73,1984-05-28,1
14156,10-9-8,Face To Face,80,1984-05-28,1
14157,A Little Love,Juice Newton,82,1984-05-28,1
14158,Gotta Give A Little Love (Ten Years Later),Timmy Thomas,85,1984-05-28,1
14159,Wonderland,Big Country,87,1984-05-28,1
14160,So You Ran,Orion The Hunter,88,1984-05-28,1
14161,Tonight Is What It Means To Be Young,Fire Inc.,90,1984-05-28,1
14162,Jam On It,Newcleus,95,1984-05-28,1
14163,Sad Songs (say So Much),Elton John,49,1984-06-04,1
14164,Strangers In A Strange World,Jenny Burton & Patrick Jude,78,1984-06-04,1
14165,The First Day Of Summer,Tony Carey,79,1984-06-04,1
14166,Bringin' On The Heartbreak,Def Leppard,82,1984-06-04,1
14167,The Lebanon,The Human League,87,1984-06-04,1
14168,Hold Me,Teddy Pendergrass And Whitney Houston,89,1984-06-04,1
14169,I'm Free (Heaven Helps The Man),Kenny Loggins,50,1984-06-11,1
14170,Ghostbusters,Ray Parker Jr.,68,1984-06-11,1
14171,Turn To You,Go-Go's,77,1984-06-11,1
14172,The Moment Of Truth,Survivor,79,1984-06-11,1
14173,Taking It All Too Hard,Genesis,82,1984-06-11,1
14174,Break-A-Way,Tracey Ullman,84,1984-06-11,1
14175,The Glamorous Life,Sheila E.,86,1984-06-11,1
14176,Round And Round,Ratt,88,1984-06-11,1
14177,Somebody Else's Guy,Jocelyn Brown,89,1984-06-11,1
14178,Too Young To Fall In Love,Motley Crue,90,1984-06-11,1
14179,A Chance For Heaven,Christopher Cross,91,1984-06-11,1
14180,"Young Thing, Wild Dreams (Rock Me)",Red Rider,94,1984-06-11,1
14181,Panama,Van Halen,52,1984-06-18,1
14182,Stuck On You,Lionel Richie,72,1984-06-18,1
14183,It Can Happen,Yes,85,1984-06-18,1
14184,Simple,Johnny Mathis,88,1984-06-18,1
14185,Missing You,John Waite,89,1984-06-18,1
14186,South Central Rain (I'm Sorry),R.E.M.,95,1984-06-18,1
14187,State of Shock,The Jacksons,30,1984-06-25,1
14188,She's Mine,Steve Perry,53,1984-06-25,1
14189,Sexy Girl,Glenn Frey,63,1984-06-25,1
14190,The Warrior,Scandal Featuring Patty Smyth,77,1984-06-25,1
14191,Black Stations/White Stations,M + M,82,1984-06-25,1
14192,I Lost On Jeopardy,"""Weird Al"" Yankovic",83,1984-06-25,1
14193,Now It's My Turn,Berlin,84,1984-06-25,1
14194,High On Emotion,Chris de Burgh,87,1984-06-25,1
14195,Thin Line Between Love And Hate,Pretenders,88,1984-06-25,1
14196,Feels So Real (Won't Let Go),Patrice Rushen,89,1984-06-25,1
14197,Such A Shame,Talk Talk,91,1984-06-25,1
14198,Rock Me Tonite,Billy Squier,51,1984-07-02,1
14199,Leave A Tender Moment Alone,Billy Joel,72,1984-07-02,1
14200,"My, Oh My",Slade,80,1984-07-02,1
14201,All Of You,Julio Iglesias & Diana Ross,85,1984-07-02,1
14202,Still Loving You,Scorpions,86,1984-07-02,1
14203,"Mama, Weer All Crazee Now",Quiet Riot,88,1984-07-02,1
14204,I Didn't Mean To Turn You On,Cherelle,90,1984-07-02,1
14205,99 1/2,Carol Lynn Townes,91,1984-07-02,1
14206,Don't Do Me,Randy Bell,94,1984-07-02,1
14207,Lights Out,Peter Wolf,56,1984-07-09,1
14208,When You Close Your Eyes,Night Ranger,72,1984-07-09,1
14209,17,Rick James,75,1984-07-09,1
14210,Two Sides Of Love,Sammy Hagar,76,1984-07-09,1
14211,You're The Best Thing,The Style Council,87,1984-07-09,1
14212,Happy Ending,Joe Jackson,89,1984-07-09,1
14213,If This Is It,Huey Lewis & The News,45,1984-07-16,1
14214,She Bop,Cyndi Lauper,52,1984-07-16,1
14215,Dynamite,Jermaine Jackson,55,1984-07-16,1
14216,Right By Your Side,Eurythmics,67,1984-07-16,1
14217,Cruel Summer,Bananarama,76,1984-07-16,1
14218,Reach Out,Giorgio Moroder (Featuring Paul Engeman),87,1984-07-16,1
14219,I Send A Message,INXS,90,1984-07-16,1
14220,Only When You Leave,Spandau Ballet,68,1984-07-23,1
14221,Go Insane,Lindsey Buckingham,70,1984-07-23,1
14222,It's A Hard Life,Queen,77,1984-07-23,1
14223,We're Not Gonna Take It,Twisted Sister,80,1984-07-23,1
14224,The Only Flame In Town,Elvis Costello & The Atrractions,83,1984-07-23,1
14225,You Were Made For Me,Irene Cara,85,1984-07-23,1
14226,Loverboy,Karen Kamon,88,1984-07-23,1
14227,Straight From The Heart (Into Your Life),Coyote Sisters,90,1984-07-23,1
14228,Let's Go Crazy,Prince And The Revolution,45,1984-07-30,1
14229,Drive,The Cars,51,1984-07-30,1
14230,Hard Habit To Break,Chicago,61,1984-07-30,1
14231,The Lucky One,Laura Branigan,62,1984-07-30,1
14232,What The Big Girls Do,Van Stephenson,83,1984-07-30,1
14233,Cleanin' Up The Town,Bus Boys,86,1984-07-30,1
14234,Beatstreet,Grand Master Melle Mel And The Furious Five With Mr Ness & Cowboy,88,1984-07-30,1
14235,She Loves My Car,Ronnie Milsap,94,1984-07-30,1
14236,Cover Me,Bruce Springsteen,52,1984-08-06,1
14237,There Goes My Baby,Donna Summer,59,1984-08-06,1
14238,(what) In The Name Of Love,Naked Eyes,73,1984-08-06,1
14239,Next Love,Deniece Williams,83,1984-08-06,1
14240,Can't Wait All Night,Juice Newton,84,1984-08-06,1
14241,Caribbean Queen (No More Love On The Run),Billy Ocean,85,1984-08-06,1
14242,Just The Way You Like It,The S.O.S. Band,87,1984-08-06,1
14243,Here She Comes,Bonnie Tyler,88,1984-08-06,1
14244,Stranger,Stephen Stills,90,1984-08-06,1
14245,"The More You Live, The More You Love",A Flock Of Seagulls,93,1984-08-06,1
14246,Torture,The Jacksons,48,1984-08-13,1
14247,I Just Called To Say I Love You,Stevie Wonder,58,1984-08-13,1
14248,Are We Ourselves?,The Fixx,60,1984-08-13,1
14249,Bop 'til You Drop,Rick Springfield,67,1984-08-13,1
14250,The Last Time I Made Love,Joyce Kennedy & Jeffrey Osborne,76,1984-08-13,1
14251,Satisfy Me,Billy Satellite,82,1984-08-13,1
14252,Video,Jeff Lynne,87,1984-08-13,1
14253,Rain,Dragon,90,1984-08-13,1
14254,Turn Around,Neil Diamond,92,1984-08-13,1
14255,Lucky Star,Madonna,49,1984-08-20,1
14256,Some Guys Have All The Luck,Rod Stewart,57,1984-08-20,1
14257,Flesh For Fantasy,Billy Idol,64,1984-08-20,1
14258,Strut,Sheena Easton,75,1984-08-20,1
14259,You Take Me Up,Thompson Twins,80,1984-08-20,1
14260,Anywhere With You,Rubber Rodeo,90,1984-08-20,1
14261,Swept Away,Diana Ross,62,1984-08-27,1
14262,Shine Shine,Barry Gibb,64,1984-08-27,1
14263,A Girl In Trouble (Is A Temporary Thing),Romeo Void,80,1984-08-27,1
14264,On The Wings Of A Nightingale,The Everly Brothers,85,1984-08-27,1
14265,In The Name Of Love,Ralph MacDonald With Bill Withers,89,1984-08-27,1
14266,Who Wears These Shoes?,Elton John,54,1984-09-03,1
14267,Desert Moon,Dennis DeYoung,61,1984-09-03,1
14268,I Feel For You,Chaka Khan,73,1984-09-03,1
14269,Strung Out,Steve Perry,79,1984-09-03,1
14270,Wake Me Up Before You Go-Go,Wham!,80,1984-09-03,1
14271,Layin' It On The Line,Jefferson Starship,82,1984-09-03,1
14272,New Girl Now,Honeymoon Suite,85,1984-09-03,1
14273,Pretty Mess,Vanity,87,1984-09-03,1
14274,Body Rock,Maria Vidal,89,1984-09-03,1
14275,Blue Jean,David Bowie,54,1984-09-10,1
14276,What About Me?,Kenny Rogers With Kim Carnes & James Ingram,60,1984-09-10,1
14277,Better Be Good To Me,Tina Turner,63,1984-09-10,1
14278,Sugar Don't Bite,Sam Harris,82,1984-09-10,1
14279,I Can't Hold Back,Survivor,85,1984-09-10,1
14280,"You, Me And He",Mtume,89,1984-09-10,1
14281,Bullish,Herb Alpert's Tijuana Brass,90,1984-09-10,1
14282,Midnite Maniac,Krokus,94,1984-09-10,1
14283,Left In The Dark,Barbra Streisand,68,1984-09-17,1
14284,Bouncing Off The Wall,Matthew Wilder,78,1984-09-17,1
14285,Cool It Now,New Edition,84,1984-09-17,1
14286,Yes Or No,Go-Go's,86,1984-09-17,1
14287,Don't Be My Enemy,Wang Chung,88,1984-09-17,1
14288,Out Of Touch,Daryl Hall John Oates,48,1984-09-24,1
14289,It Ain't Enough,Corey Hart,65,1984-09-24,1
14290,Teacher Teacher,38 Special,71,1984-09-24,1
14291,Girls With Guns,Tommy Shaw,76,1984-09-24,1
14292,I Can't Drive 55,Sammy Hagar,77,1984-09-24,1
14293,The Allnighter,Glenn Frey,81,1984-09-24,1
14294,Love Kills,Freddie Mercury,85,1984-09-24,1
14295,The Real End,Rickie Lee Jones,87,1984-09-24,1
14296,Slow Dancin',Peabo Bryson,88,1984-09-24,1
14297,High Energy,Evelyn Thomas,95,1984-09-24,1
14298,Purple Rain,Prince And The Revolution,28,1984-10-01,1
14299,All Through The Night,Cyndi Lauper,49,1984-10-01,1
14300,Penny Lover,Lionel Richie,54,1984-10-01,1
14301,The War Song,Culture Club,56,1984-10-01,1
14302,Shangri-La,The Steve Miller Band,74,1984-10-01,1
14303,Say Hello To Ronnie,Janey Street,76,1984-10-01,1
14304,We Are The Young,Dan Hartman,81,1984-10-01,1
14305,Can't Let Go,Stephen Stills,85,1984-10-01,1
